id	GeneSymbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000065618.15	COL17A1	10183.63224	9.341171547	1.100000937	8.491966898	2.03E-17	6.15E-15
ENSG00000065621.13	GSTO2	255.3714172	2.319739383	0.93872285	2.471165354	0.013467353	0.091523496
ENSG00000065665.19	SEC61A2	107.6623942	-0.665284321	0.550080946	-1.20942986	0.226497743	0.493000938
ENSG00000065675.13	PRKCQ	36.59427948	4.509853882	1.253380422	3.598152486	0.000320486	0.005701226
ENSG00000065717.13	TLE2	150.7466273	-1.795274661	0.761071109	-2.358879006	0.018330231	0.112702281
ENSG00000065802.10	ASB1	976.4439494	-0.208286762	0.386002843	-0.539599036	0.589473581	0.79809336
ENSG00000065809.12	FAM107B	262.5899951	-1.331825856	0.867119339	-1.535919909	0.124558025	0.35825584
ENSG00000065833.8	ME1	422.3849884	-0.24532819	0.687310825	-0.35693922	0.721137308	0.872833156
ENSG00000065882.14	TBC1D1	668.1822146	-0.059293964	0.388301183	-0.152700961	0.878634103	0.949894279
ENSG00000065883.13	CDK13	707.7988093	-0.251893223	0.29677527	-0.848767565	0.396010642	0.660745368
ENSG00000065911.10	MTHFD2	1685.417631	-0.921454945	0.355281581	-2.593590532	0.009497953	0.072123591
ENSG00000065923.8	SLC9A7	379.8243123	0.40585405	0.683037135	0.594190315	0.55238483	0.774838013
ENSG00000065970.7	FOXJ2	547.1806703	-0.59125473	0.407413095	-1.451241351	0.146712666	0.392784285
ENSG00000065978.16	YBX1	15142.33871	-0.000115142	0.32944264	-0.000349504	0.999721136	0.999833275
ENSG00000065989.14	PDE4A	428.1062256	-4.179368944	0.836906002	-4.993833158	5.92E-07	2.47E-05
ENSG00000066027.10	PPP2R5A	242.8059532	0.451773943	0.535125183	0.844239735	0.398535455	0.663270603
ENSG00000066032.17	CTNNA2	40.81729139	-6.649192012	2.770287311	-2.400181377	NA	NA
ENSG00000066044.12	ELAVL1	1800.291928	-0.141051317	0.328823229	-0.428957885	0.667953874	0.844926866
ENSG00000066056.12	TIE1	15.71085277	-1.108980267	0.808677065	-1.371351204	0.170265501	0.423725491
ENSG00000066084.11	DIP2B	700.6063725	0.523976047	0.360132752	1.4549525	0.145682412	0.390984265
ENSG00000066117.13	SMARCD1	1171.572548	0.573905938	0.337585779	1.700029958	0.089125291	0.294638915
ENSG00000066135.11	KDM4A	986.971159	-0.712585373	0.485965573	-1.466328918	0.142558701	0.386705929
ENSG00000066136.18	NFYC	861.4683406	-0.031924809	0.422415315	-0.075576827	0.939755773	0.975400656
ENSG00000066185.11	ZMYND12	4.61238226	-2.185990908	1.42361906	-1.535516747	0.124656947	0.358358654
ENSG00000066230.9	SLC9A3	7.964896978	-3.787893168	1.47221882	-2.572914513	0.010084611	0.075167389
ENSG00000066248.13	NGEF	139.4633974	1.838373548	1.432798864	1.283064632	0.199469433	0.461181988
ENSG00000066279.15	ASPM	1317.731114	-1.284761211	0.835369736	-1.537955178	0.124059574	0.357664132
ENSG00000066294.13	CD84	1.940843918	-2.114481957	1.612246687	-1.31151267	0.189684616	0.449373248
ENSG00000066322.11	ELOVL1	2351.266698	0.658901827	0.367707884	1.791916506	0.073146341	0.262939306
ENSG00000066336.10	SPI1	0.78415788	-2.717190168	2.084231249	-1.303689391	0.192339508	NA
ENSG00000066379.13	ZNRD1	444.604784	-0.401059805	0.619338892	-0.64756115	0.517268832	0.751755375
ENSG00000066382.15	MPPED2	0.719019017	-2.564550907	3.073667342	-0.834361895	0.404077083	NA
ENSG00000066405.11	CLDN18	1.503158328	-2.988371796	2.109386413	-1.416701927	0.156570093	NA
ENSG00000066422.4	ZBTB11	297.2941521	-0.136608997	0.359048723	-0.380474818	0.703592986	0.86381226
ENSG00000066427.20	ATXN3	356.481702	-0.330654736	0.532070756	-0.621448806	0.534304368	0.762960596
ENSG00000066455.11	GOLGA5	509.9307537	-0.212048357	0.584400002	-0.362847974	0.716718452	0.870976431
ENSG00000066468.19	FGFR2	142.6459402	1.914813309	1.42215386	1.346417826	0.178167805	0.434973516
ENSG00000066557.5	LRRC40	164.4461377	-0.683981546	0.459334258	-1.489071485	0.136468546	0.377427416
ENSG00000066583.10	ISOC1	183.8229455	-0.202089558	0.457278289	-0.441939981	0.658532638	0.839779623
ENSG00000066629.15	EML1	392.5571938	-2.100090526	0.723048284	-2.904495554	0.003678454	0.037133703
ENSG00000066651.16	TRMT11	163.1620861	-0.34152909	0.591953113	-0.576952942	0.563971245	0.781693149
ENSG00000066654.11	THUMPD1	454.2706427	-0.793436563	0.460679	-1.722319801	0.085011603	0.287453514
ENSG00000066697.13	MSANTD3	503.7061522	-0.698838796	0.469238828	-1.489303003	0.136407597	0.377376236
ENSG00000066735.13	KIF26A	33.86075695	-3.045626424	1.525562728	-1.996395408	0.0458909	0.199316438
ENSG00000066739.10	ATG2B	406.9321818	-0.577621331	0.562762482	-1.026403412	0.30470147	0.576399837
ENSG00000066777.7	ARFGEF1	748.4985546	0.119670403	0.496951597	0.240808972	0.809703176	0.918773988
ENSG00000066813.13	ACSM2B	1.216111489	-1.032264796	1.787564806	-0.577469859	0.563622094	NA
ENSG00000066827.14	ZFAT	174.7154645	-0.069792815	0.464571234	-0.150230598	0.880582686	0.950620583
ENSG00000066855.14	MTFR1	404.605738	-0.294551717	0.400301266	-0.735825097	0.461837146	0.710698069
ENSG00000066923.16	STAG3	119.0765043	-0.616974257	0.753575092	-0.818729631	0.412940687	0.674297288
ENSG00000066926.9	FECH	504.2115536	0.284746809	0.498637275	0.571049986	0.56796576	0.784552481
ENSG00000066933.14	MYO9A	398.5535953	-0.687540974	0.497954659	-1.380730075	0.16736197	0.420488937
ENSG00000067048.15	DDX3Y	0	0	NA	NA	NA	NA
ENSG00000067057.15	PFKP	6149.127105	0.861462292	0.509330552	1.691361902	0.090767704	0.297345084
ENSG00000067064.9	IDI1	661.5857358	0.711028271	0.483765687	1.46977822	0.14162183	0.385562893
ENSG00000067066.15	SP100	483.8828186	0.053168144	0.494928294	0.107425953	0.914451066	0.965205365
ENSG00000067082.13	KLF6	3216.768147	0.634368281	0.521713768	1.215931647	0.224010961	0.489822572
ENSG00000067113.15	PLPP1	137.1494541	0.256255615	0.488273359	0.524819981	0.59970834	0.804476824
ENSG00000067141.15	NEO1	404.8852927	-0.406945397	0.929751707	-0.437692551	0.66160917	0.841039778
ENSG00000067167.6	TRAM1	1508.802736	0.124448617	0.329330869	0.377883244	0.70551733	0.864809262
ENSG00000067177.13	PHKA1	279.9305115	1.209508649	1.041888664	1.160880899	0.245690338	0.515103936
ENSG00000067182.6	TNFRSF1A	1972.643272	0.45489993	0.436040407	1.043251779	0.296831698	0.568581
ENSG00000067191.14	CACNB1	210.9739646	-0.226959783	0.57920109	-0.391849717	0.695169258	0.858973763
ENSG00000067208.13	EVI5	232.4585963	-0.226345163	0.516331121	-0.438372111	0.66111656	0.841002423
ENSG00000067221.12	STOML1	242.141923	-0.400544991	0.545904212	-0.733727607	0.46311477	0.711416235
ENSG00000067225.16	PKM	37664.02226	0.134631931	0.398271999	0.338040163	0.735332922	0.880047857
ENSG00000067248.8	DHX29	458.6300863	-0.576230725	0.601932808	-0.957300744	0.33841548	0.609144283
ENSG00000067334.12	DNTTIP2	990.3277699	-1.148684671	0.471211646	-2.437725556	0.01477999	0.097223774
ENSG00000067365.13	METTL22	234.7967206	-0.350311937	0.460822876	-0.760187819	0.447142325	0.701554869
ENSG00000067369.12	TP53BP1	789.9774204	-0.626303945	0.36398158	-1.720702307	0.085304858	0.288038829
ENSG00000067445.19	TRO	290.3384821	-9.613758957	1.58914149	-6.049655752	1.45E-09	1.12E-07
ENSG00000067533.5	RRP15	418.4910016	-0.591186221	0.661652948	-0.89349896	0.371590029	0.638288618
ENSG00000067560.9	RHOA	5985.673355	0.221845034	0.377429515	0.587778711	0.556680836	0.777558955
ENSG00000067596.9	DHX8	1258.048772	0.186844021	0.365184966	0.511642149	0.608901481	0.809742254
ENSG00000067601.7	PMS2P4	14.36106405	-0.797123804	0.498819812	-1.598019536	0.110038629	0.332570449
ENSG00000067606.14	PRKCZ	242.4662006	1.454124151	0.995547823	1.460627121	0.144117799	0.389013266
ENSG00000067646.10	ZFY	0.185161718	1.837015392	3.136621969	0.585666813	0.55809944	NA
ENSG00000067704.9	IARS2	2224.005626	0.188447898	0.565240741	0.333394047	0.738836856	0.881968957
ENSG00000067715.12	SYT1	84.93745656	-1.907091861	0.985095656	-1.935945864	0.052874332	0.216774844
ENSG00000067798.12	NAV3	251.8744923	-1.136419737	0.930078337	-1.221853785	0.221762925	0.487397849
ENSG00000067829.17	IDH3G	1484.879694	-0.525347136	0.495875514	-1.05943351	0.289402395	0.561537685
ENSG00000067836.11	ROGDI	287.9262833	0.77575694	0.483045329	1.60597131	0.108280214	0.329581251
ENSG00000067840.11	PDZD4	32.69702641	-5.031752096	1.251716098	-4.019882866	5.82E-05	0.001373643
ENSG00000067842.16	ATP2B3	9.773471213	-20.27067572	2.517512643	-8.051866503	NA	NA
ENSG00000067900.6	ROCK1	1076.477984	-0.623265158	0.449439269	-1.386761684	0.165514444	0.41868047
ENSG00000067955.12	CBFB	664.1875759	-0.895556574	0.404820183	-2.212233014	0.026950569	0.143195366
ENSG00000067992.11	PDK3	59.39337214	-0.878813975	0.72878179	-1.205867089	0.227868742	0.494167631
ENSG00000068001.12	HYAL2	932.2154823	0.382040807	0.439983875	0.868306384	0.385226628	0.651580151
ENSG00000068024.15	HDAC4	338.8748942	-0.84510457	0.506095524	-1.669851897	0.09494867	0.305346665
ENSG00000068028.16	RASSF1	578.6390149	-0.093333128	0.402269369	-0.232016493	0.816525204	0.922621942
ENSG00000068078.16	FGFR3	571.1667324	4.217051038	1.318583491	3.198167631	0.001383039	0.018068582
ENSG00000068079.6	IFI35	230.2678472	-1.390059498	0.775834626	-1.791695615	0.073181737	0.262939306
ENSG00000068097.13	HEATR6	340.540726	-0.364697702	0.413386893	-0.882218834	0.377658479	0.64399641
ENSG00000068120.13	COASY	1725.655979	0.658139714	0.480142782	1.370716668	0.170463297	0.42411044
ENSG00000068137.13	PLEKHH3	385.8510306	0.230914409	0.646195402	0.357344556	0.720833878	0.87275759
ENSG00000068305.16	MEF2A	535.0652021	-0.784411303	0.455911833	-1.72053289	0.08533562	0.288038829
ENSG00000068308.12	OTUD5	781.9121469	0.205969611	0.426333469	0.483118558	0.629011558	0.823113717
ENSG00000068323.15	TFE3	1042.376375	-0.063374834	0.476569653	-0.132981262	0.894208199	0.956222964
ENSG00000068354.14	TBC1D25	421.0363434	0.628794079	0.471720158	1.33298115	0.18253799	0.440666865
ENSG00000068366.18	ACSL4	1120.698186	-1.314850492	0.569502059	-2.308772148	0.020956228	0.122725905
ENSG00000068383.17	INPP5A	466.4175011	0.055867967	0.549622753	0.101647842	0.919036204	0.96687156
ENSG00000068394.10	GPKOW	342.1877729	-0.060232706	0.482177483	-0.124918124	0.90058837	0.959083961
ENSG00000068400.12	GRIPAP1	487.3819734	0.04300524	0.405924084	0.105944047	0.915626746	0.965690498
ENSG00000068438.13	FTSJ1	1097.225346	1.160648058	0.437623051	2.652163899	0.007997771	0.064305738
ENSG00000068489.11	PRR11	1230.429359	-0.76394991	0.523629876	-1.458950195	0.144578816	0.389584154
ENSG00000068615.15	REEP1	39.3444185	-2.687041567	1.205287761	-2.229377626	0.02578879	0.139279285
ENSG00000068650.17	ATP11A	790.9139732	1.491184485	0.77740214	1.918163596	0.055090271	0.222319681
ENSG00000068654.14	POLR1A	2206.894655	-0.429298789	0.450927572	-0.952034906	0.341079279	0.61179094
ENSG00000068697.6	LAPTM4A	2561.095948	0.012685246	0.426727216	0.029726826	0.976284918	0.990124008
ENSG00000068724.14	TTC7A	908.8817834	1.586564385	0.555828789	2.854412034	0.004311657	0.041260629
ENSG00000068745.13	IP6K2	1075.675592	0.650240852	0.392572579	1.656358306	0.097649279	0.310379575
ENSG00000068781.19	STON1-GTF2A1L	0.757348975	-2.656583644	3.071460327	-0.864925267	0.387079808	NA
ENSG00000068784.11	SRBD1	206.3711878	-0.854378161	0.614536699	-1.39028013	0.164443829	0.416829727
ENSG00000068796.15	KIF2A	394.5293236	-0.699526448	0.582266874	-1.201384587	0.229602052	0.495901321
ENSG00000068831.17	RASGRP2	1.937883001	-1.974057813	1.450779659	-1.360687545	0.173612452	0.429501446
ENSG00000068878.13	PSME4	1451.049966	-0.479112689	0.729149301	-0.65708448	0.511126597	0.747522174
ENSG00000068885.13	IFT80	215.3465848	-0.932917179	0.640396544	-1.456780471	0.145176988	0.390287085
ENSG00000068903.18	SIRT2	634.902106	0.565519931	0.386572939	1.462906155	0.14349306	0.388218339
ENSG00000068912.12	ERLEC1	390.5868141	-0.347589277	0.503878518	-0.689827538	0.490302649	0.732035761
ENSG00000068971.12	PPP2R5B	293.3896013	0.209354606	0.515336779	0.406248136	0.684560289	0.853044758
ENSG00000068976.12	PYGM	6.168195718	-0.777433981	1.042640797	-0.745639326	0.45588532	0.707316877
ENSG00000068985.4	PAGE1	1.627755933	-1.053342297	2.999527585	-0.351169398	0.725461267	NA
ENSG00000069011.14	PITX1	934.1486066	1.843103652	0.788979061	2.336061556	0.019488034	0.117112725
ENSG00000069018.16	TRPC7	0.403834902	0.299080814	3.032553934	0.098623411	0.921437281	NA
ENSG00000069020.17	MAST4	493.5363146	4.21615536	0.76661109	5.499731761	3.80E-08	2.13E-06
ENSG00000069122.17	ADGRF5	261.0158172	-6.896941062	2.604666214	-2.647917428	NA	NA
ENSG00000069188.15	SDK2	91.21150563	-0.539380954	1.839986931	-0.293143905	0.769412159	0.898408559
ENSG00000069206.14	ADAM7	0.555485154	3.115828733	3.081731645	1.011064263	0.311985673	NA
ENSG00000069248.11	NUP133	884.4188429	-0.142580722	0.597550778	-0.238608546	0.811409138	0.919665579
ENSG00000069275.12	NUCKS1	5217.53677	-0.629824234	0.685248911	-0.919117453	0.358034141	0.627724268
ENSG00000069329.14	VPS35	1350.303804	-0.28439467	0.398091087	-0.714395976	0.47498236	0.720381325
ENSG00000069345.10	DNAJA2	955.6159591	-0.373758216	0.328939851	-1.136250942	0.255851556	0.525566857
ENSG00000069399.11	BCL3	449.058606	0.390192577	0.529384501	0.737068382	0.461080766	0.710256272
ENSG00000069424.13	KCNAB2	187.6468611	-0.197516684	0.727056707	-0.271666133	0.785878744	0.906393358
ENSG00000069431.9	ABCC9	121.1326311	-2.490108219	0.725142772	-3.433955788	0.000594841	0.009332935
ENSG00000069482.6	GAL	244.4198549	3.535457837	2.305072151	1.533773177	0.125085464	0.358754592
ENSG00000069493.13	CLEC2D	39.58913127	-0.246216322	0.719973977	-0.341979474	0.732366339	0.878616325
ENSG00000069509.5	FUNDC1	128.0371444	0.346810942	0.545266176	0.636039713	0.524750538	0.756648357
ENSG00000069535.13	MAOB	11.51788683	1.432603035	1.811435595	0.790866117	0.429022123	0.686943532
ENSG00000069667.14	RORA	13.41487883	0.082346654	0.976491659	0.084329091	0.932794783	0.971854715
ENSG00000069696.6	DRD4	6.761286379	-3.671738796	1.487544747	-2.468321578	0.013574831	0.091971348
ENSG00000069702.9	TGFBR3	202.005248	-0.870795969	0.848974213	-1.025703673	0.305031282	0.576699441
ENSG00000069712.10	KIAA1107	13.37110578	0.95666894	1.038869013	0.920875421	0.357115472	0.627091084
ENSG00000069764.8	PLA2G10	1.987908371	0.827278004	1.337007766	0.618753328	0.536078873	0.764113672
ENSG00000069812.10	HES2	657.6006741	5.773860101	0.792486321	7.285753646	3.20E-13	4.46E-11
ENSG00000069849.9	ATP1B3	1872.900542	-0.029104895	0.57949472	-0.050224607	0.959943403	0.983466401
ENSG00000069869.14	NEDD4	861.1976148	-0.875140285	0.576577231	-1.51781971	0.129059855	0.366150346
ENSG00000069943.8	PIGB	92.99401703	0.659669466	0.488805244	1.349554807	0.177158829	0.433748128
ENSG00000069956.10	MAPK6	872.7506971	0.44420548	0.523847924	0.84796648	0.396456639	0.661209152
ENSG00000069966.17	GNB5	550.8229487	0.353704333	0.438907604	0.805874242	0.420315365	0.680074408
ENSG00000069974.14	RAB27A	243.8012064	-0.586048085	0.611436975	-0.958476685	0.337822443	0.60857326
ENSG00000069998.11	HDHD5	904.5601182	0.324439928	0.458166926	0.708126034	0.478866994	0.723304323
ENSG00000070010.17	UFD1	1185.432575	0.231924299	0.345245419	0.671766478	0.501732373	0.740737844
ENSG00000070018.7	LRP6	517.2453652	-1.083820164	0.574408103	-1.886846927	0.059180917	0.232273
ENSG00000070019.4	GUCY2C	0	0	NA	NA	NA	NA
ENSG00000070031.3	SCT	0.074127511	0.106508563	3.149695035	0.033815516	0.973024263	NA
ENSG00000070047.10	PHRF1	1336.003186	-0.27374378	0.665823424	-0.411135701	0.680973033	0.851540894
ENSG00000070061.13	IKBKAP	1006.40904	0.200725272	0.327943373	0.612072962	0.540489485	0.767049112
ENSG00000070081.14	NUCB2	400.8952936	-2.296468966	0.51675182	-4.444046208	8.83E-06	0.000271839
ENSG00000070087.12	PFN2	1990.435326	-0.875282961	0.610152794	-1.434530775	0.151420853	0.400054423
ENSG00000070159.12	PTPN3	569.9276211	1.190785855	0.432066895	2.756021972	0.005850907	0.051369587
ENSG00000070182.16	SPTB	33.2755743	-1.88519738	0.88135719	-2.138970898	0.032438025	0.161177755
ENSG00000070190.11	DAPP1	59.16616209	5.885656725	0.900678322	6.534693442	6.37E-11	6.18E-09
ENSG00000070193.4	FGF10	0.180637971	-0.372242844	3.149502265	-0.118191007	0.905916315	NA
ENSG00000070214.14	SLC44A1	679.2561408	0.572355265	0.752641942	0.760461559	0.446978739	0.701554869
ENSG00000070269.12	TMEM260	106.0492617	-0.053100472	0.582959072	-0.091087821	0.92742281	0.970002661
ENSG00000070366.12	SMG6	748.8394982	-0.355404423	0.381650374	-0.931230381	0.351734406	0.622637806
ENSG00000070367.14	EXOC5	664.1555462	-1.092938349	0.470301453	-2.323910213	0.020130307	0.119584476
ENSG00000070371.14	CLTCL1	216.6043696	-0.681250122	0.522822762	-1.303023074	0.192566884	0.452766903
ENSG00000070388.10	FGF22	4.331482808	-1.071990847	0.911687693	-1.175831214	0.23966233	0.507261325
ENSG00000070404.8	FSTL3	3186.015902	2.019518753	0.724464354	2.787602651	0.005309963	0.04796764
ENSG00000070413.17	DGCR2	1548.647184	1.213390072	0.530603794	2.286810017	0.022206915	0.126692046
ENSG00000070423.16	RNF126	1586.238478	1.042521273	0.620637995	1.679757413	0.093004524	0.30138622
ENSG00000070444.13	MNT	743.5906479	0.296954079	0.563241239	0.527223611	0.598038315	0.803525484
ENSG00000070476.13	ZXDC	412.3610143	0.021962215	0.446028222	0.04923952	0.960728417	0.983932727
ENSG00000070495.13	JMJD6	524.0990927	-0.219038646	0.43825177	-0.49980094	0.617215249	0.816109544
ENSG00000070501.10	POLB	138.0464206	-0.093123314	0.491725518	-0.189380681	0.849794465	0.937178978
ENSG00000070526.13	ST6GALNAC1	4.264084491	4.076774751	1.164445155	3.501044881	0.000463438	0.00770764
ENSG00000070540.11	WIPI1	332.7070922	-0.442995665	0.605802775	-0.731253937	0.46462406	0.712897012
ENSG00000070601.8	FRMPD1	18.30493028	-0.767772534	1.036412842	-0.740797975	0.458815943	0.709101098
ENSG00000070610.13	GBA2	1004.887815	0.600053515	0.292570403	2.050971348	0.040269737	0.184730025
ENSG00000070614.13	NDST1	4861.392339	-0.043701329	0.566876408	-0.077091459	0.938550788	0.974869958
ENSG00000070669.15	ASNS	846.3901426	-2.599572938	0.679957983	-3.82313761	0.000131764	0.002820958
ENSG00000070718.10	AP3M2	299.8832908	-1.020117042	0.478269555	-2.132933261	0.032930201	0.162974429
ENSG00000070729.12	CNGB1	2.702550064	1.409254189	1.362449493	1.034353344	0.300971007	0.572246238
ENSG00000070731.8	ST6GALNAC2	429.8652106	5.597226233	0.859678166	6.510839116	7.47E-11	7.21E-09
ENSG00000070748.16	CHAT	0	0	NA	NA	NA	NA
ENSG00000070756.12	PABPC1	31182.35013	0.238076893	0.444874789	0.535154832	0.592542796	0.79982708
ENSG00000070759.15	TESK2	59.78461376	1.924261225	0.765783054	2.512802046	0.011977652	0.08446606
ENSG00000070761.6	CFAP20	555.2261511	-0.431765877	0.362596831	-1.190760207	0.233747735	0.500803422
ENSG00000070770.7	CSNK2A2	1285.939587	-0.368757347	0.305833951	-1.205743657	0.227916346	0.494167631
ENSG00000070778.11	PTPN21	337.1723625	-0.405200298	0.585383151	-0.692196721	0.488813797	0.73108411
ENSG00000070785.15	EIF2B3	496.7683952	-0.436196939	0.401872095	-1.085412359	0.277739061	0.54815087
ENSG00000070808.14	CAMK2A	4.908674917	-2.609165746	2.13010759	-1.224898573	0.220613438	0.485576619
ENSG00000070814.16	TCOF1	2997.685553	0.127956425	0.530828297	0.241050497	0.809515979	0.918773988
ENSG00000070831.14	CDC42	2057.424343	-0.033450071	0.423254773	-0.079030582	0.937008298	0.973862939
ENSG00000070882.11	OSBPL3	588.8918039	1.303268697	0.354948834	3.671708627	0.000240934	0.004575658
ENSG00000070886.9	EPHA8	1.234597948	-3.348909633	2.163505272	-1.547909162	0.121644168	NA
ENSG00000070915.8	SLC12A3	0.530419866	-1.291124179	2.850409133	-0.452961003	0.650576823	NA
ENSG00000070950.8	RAD18	506.2175452	-1.056157173	0.586106294	-1.801989136	0.071547115	0.259625505
ENSG00000070961.13	ATP2B1	741.1195536	-0.586084892	0.574605812	-1.019977312	0.307739221	0.579570132
ENSG00000070985.12	TRPM5	0.730597976	0.179316252	2.019411246	0.088796303	0.929243796	NA
ENSG00000071051.12	NCK2	691.3816318	-0.194733064	0.74749524	-0.260514119	NA	NA
ENSG00000071054.14	MAP4K4	5726.12249	-0.308204639	0.665883103	-0.462850969	0.643471194	0.831466001
ENSG00000071073.11	MGAT4A	60.63983688	-1.655110694	1.038009228	-1.594504798	0.110823017	0.333682753
ENSG00000071082.9	RPL31	6016.358736	0.672359186	0.363630523	1.849017459	0.064455292	0.244374684
ENSG00000071127.15	WDR1	7316.1579	0.012606646	0.468396734	0.026914463	0.978527958	0.990917575
ENSG00000071189.20	SNX13	289.4274555	-0.080454982	0.575400227	-0.139824384	0.888798747	0.95363646
ENSG00000071203.8	MS4A12	0	0	NA	NA	NA	NA
ENSG00000071205.10	ARHGAP10	299.7455084	0.399647953	0.390045818	1.024617966	0.305543484	0.577245419
ENSG00000071242.10	RPS6KA2	613.3955948	0.668009264	1.116458236	0.598328932	0.549620476	0.773528406
ENSG00000071243.14	ING3	126.0390798	-0.777182942	0.548376462	-1.417243437	0.156411766	0.406860012
ENSG00000071246.9	VASH1	132.7745074	-2.317495245	0.927059873	-2.499833413	0.012425172	0.086551334
ENSG00000071282.10	LMCD1	172.9027445	-1.108673298	0.816466319	-1.357892264	0.174497872	0.430447046
ENSG00000071462.10	BUD23	1195.488629	-0.026521165	0.458362916	-0.057860625	0.953859647	0.981137001
ENSG00000071537.12	SEL1L	894.4462563	-0.573581967	0.516712826	-1.110059472	0.2669734	0.536900355
ENSG00000071539.12	TRIP13	1128.810429	-0.709069276	0.506514332	-1.399899727	0.161543348	0.412613965
ENSG00000071553.15	ATP6AP1	2145.533197	-0.622279621	0.485777036	-1.280998431	0.200194217	0.46186928
ENSG00000071564.13	TCF3	2811.268273	0.165250328	0.582828281	0.283531759	0.77676924	0.902297129
ENSG00000071575.10	TRIB2	424.964052	-1.033766057	0.671725977	-1.538969895	0.123811646	0.357276211
ENSG00000071626.15	DAZAP1	2368.455188	0.133537192	0.421163152	0.317067604	0.751192306	0.889195146
ENSG00000071655.16	MBD3	2572.728765	-0.278233254	0.677566724	-0.410635947	0.681339501	0.851626096
ENSG00000071677.1	PRLH	0	0	NA	NA	NA	NA
ENSG00000071794.14	HLTF	996.296233	-2.865898923	0.699466304	-4.097265165	4.18E-05	0.001033333
ENSG00000071859.13	FAM50A	2012.327957	-1.546634129	0.613958971	-2.519116426	0.011764975	0.083343816
ENSG00000071889.15	FAM3A	722.7974375	-0.697977808	0.50403504	-1.384780327	0.166119648	0.419443582
ENSG00000071894.13	CPSF1	3120.262197	-0.363051854	0.600695477	-0.604385862	0.545587133	0.770677169
ENSG00000071909.17	MYO3B	8.887097557	4.237766097	1.597142671	2.653342231	NA	NA
ENSG00000071967.10	CYBRD1	462.7238493	0.121214211	0.700877394	0.172946383	0.862693572	0.942814866
ENSG00000071991.7	CDH19	27.57855287	-5.768758396	2.658265962	-2.170120853	0.029997692	0.153253233
ENSG00000071994.9	PDCD2	518.9458561	-0.097692901	0.333661741	-0.29279024	0.769682489	0.89856423
ENSG00000072041.15	SLC6A15	481.4665181	2.543272693	1.543050528	1.648210895	0.099309402	0.313127
ENSG00000072042.11	RDH11	1051.180877	0.279375987	0.397949802	0.70203826	0.482655303	0.726345655
ENSG00000072062.12	PRKACA	1259.058692	-0.131849778	0.273562717	-0.481972761	0.629825296	0.82354042
ENSG00000072071.15	ADGRL1	977.0560024	-1.019687728	0.651530063	-1.565066274	0.117567371	0.345283007
ENSG00000072080.9	SPP2	2.349418755	-4.281766062	1.539066318	-2.782054296	0.0054016	0.048470447
ENSG00000072110.12	ACTN1	11458.11098	0.077446327	0.433984299	0.178454214	0.858366276	0.941140629
ENSG00000072121.14	ZFYVE26	492.9483216	-0.319570855	0.402808272	-0.79335723	0.427569722	0.685668109
ENSG00000072133.9	RPS6KA6	23.71120025	0.538235374	1.619474415	0.332351884	0.739623566	0.882533426
ENSG00000072134.14	EPN2	740.6753923	0.888980205	0.475830817	1.868269505	0.061724515	0.238327715
ENSG00000072135.11	PTPN18	633.3721897	0.765903121	0.424524377	1.804144032	0.07120873	0.258776848
ENSG00000072163.17	LIMS2	64.12128309	-4.153804069	1.290177303	-3.219560644	0.001283872	0.017079231
ENSG00000072182.11	ASIC4	6.734864045	-3.584063061	1.563375408	-2.292515952	0.021875888	0.125621747
ENSG00000072195.13	SPEG	471.9372527	-0.145196973	0.58924223	-0.246413047	0.805362508	0.917411815
ENSG00000072201.12	LNX1	50.00807033	-3.950169579	0.962691468	-4.103256039	4.07E-05	0.00101201
ENSG00000072210.17	ALDH3A2	1607.445351	1.255297602	0.66389774	1.890799631	0.058651096	0.231270658
ENSG00000072274.11	TFRC	3229.542923	-0.765154961	0.690001144	-1.108918394	0.267465388	0.537251813
ENSG00000072310.15	SREBF1	2377.370217	0.977398431	0.596686682	1.638042979	0.101412728	0.317418936
ENSG00000072315.3	TRPC5	0.208805264	0.199841957	3.149439396	0.063453184	0.949405638	NA
ENSG00000072364.11	AFF4	1306.96813	-0.449432821	0.35820554	-1.254678586	0.209595463	0.471778846
ENSG00000072401.13	UBE2D1	156.2684583	-0.287150033	0.477559829	-0.601285988	0.547649521	0.772168963
ENSG00000072415.7	MPP5	510.1157208	-0.907241776	0.516324375	-1.757115914	0.078898054	0.275136336
ENSG00000072422.15	RHOBTB1	86.56225619	0.3909474	0.699847959	0.558617617	0.576422714	0.789496477
ENSG00000072501.16	SMC1A	2130.629116	0.116243123	0.393100436	0.295708457	0.767452738	0.897309408
ENSG00000072506.11	HSD17B10	1127.294673	0.438412839	0.36825949	1.190499772	0.23385002	0.500870797
ENSG00000072518.19	MARK2	1045.390878	0.828245174	0.325602016	2.543734781	0.010967432	0.079595807
ENSG00000072571.18	HMMR	441.7600909	-0.575940231	0.844629738	-0.681884861	0.495311759	0.735602269
ENSG00000072609.16	CHFR	629.1671029	-0.343459721	0.708655844	-0.484663641	0.627914962	0.822573199
ENSG00000072657.7	TRHDE	4.696917663	3.033402856	1.527251992	1.986183598	0.047012941	0.202624233
ENSG00000072682.17	P4HA2	1158.05726	0.801083249	0.433711494	1.847041776	0.064741086	0.245127071
ENSG00000072694.17	FCGR2B	0.619278994	-0.737023391	2.82722567	-0.260687853	0.794333234	NA
